»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/12/2025 - 18:32:8
Configured:	04/12/25 06:26:52 PM
Executed:	04/12/25 06:27:06 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	1.9 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+03
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	16001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
  82	5.0625e+00	0.1627	-16.469878	2.695491	26954.907076	0.914199	0.000009
  83	5.1250e+00	0.1645	-16.469878	0.000000	0.000000	0.000000	0.000000
  84	5.1875e+00	0.1660	-16.464617	2.488145	24881.452686	0.843876	0.000008
  85	5.2500e+00	0.1673	-16.455411	4.354254	43542.542200	1.476783	0.000015
  86	5.3125e+00	0.1705	-16.449273	2.902836	29028.361467	0.984522	0.000010
  87	5.3750e+00	0.1726	-16.445766	1.658764	16587.635124	0.562584	0.000006
  88	5.4375e+00	0.1745	-16.442697	1.451418	14514.180733	0.492261	0.000005
  89	5.5000e+00	0.1756	-16.433929	4.146909	41469.087810	1.406460	0.000014
  90	5.5625e+00	0.1771	-16.434367	-0.207345	-2073.454390	-0.070323	-0.000001
  91	5.6250e+00	0.1794	-16.424722	4.561600	45615.996591	1.547106	0.000015
  92	5.6875e+00	0.1826	-16.422530	1.036727	10367.271952	0.351615	0.000004
  93	5.7500e+00	0.1826	-16.419461	1.451418	14514.180733	0.492261	0.000005
  94	5.8125e+00	0.1850	-16.409816	4.561600	45615.996591	1.547106	0.000015
  95	5.8750e+00	0.1882	-16.405432	2.073454	20734.543905	0.703230	0.000007
  96	5.9375e+00	0.1902	-16.403240	1.036727	10367.271952	0.351615	0.000004
  97	6.0000e+00	0.1915	-16.392280	5.183636	51836.359762	1.758075	0.000018
  98	6.0625e+00	0.1943	-16.391842	0.207345	2073.454390	0.070323	0.000001
  99	6.1250e+00	0.1957	-16.385704	2.902836	29028.361467	0.984522	0.000010
 100	6.1875e+00	0.1980	-16.378251	3.524872	35248.724638	1.195491	0.000012
 101	6.2500e+00	0.2011	-16.372990	2.488145	24881.452686	0.843876	0.000008
 102	6.3125e+00	0.2021	-16.368606	2.073454	20734.543905	0.703230	0.000007
 103	6.3750e+00	0.2037	-16.363784	2.280800	22807.998295	0.773553	0.000008
 104	6.4375e+00	0.2055	-16.357207	3.110182	31101.815857	1.054845	0.000011
 105	6.5000e+00	0.2067	-16.352823	2.073454	20734.543905	0.703230	0.000007
 106	6.5625e+00	0.2103	-16.347562	2.488145	24881.452686	0.843876	0.000008
 107	6.6250e+00	0.2132	-16.340986	3.110182	31101.815857	1.054845	0.000011
 108	6.6875e+00	0.2145	-16.337918	1.451418	14514.180733	0.492261	0.000005
 109	6.7500e+00	0.2154	-16.330903	3.317527	33175.270248	1.125168	0.000011
 110	6.8125e+00	0.2176	-16.321258	4.561600	45615.996591	1.547106	0.000015
 111	6.8750e+00	0.2205	-16.315559	2.695491	26954.907076	0.914199	0.000009
 112	6.9375e+00	0.2225	-16.312051	1.658764	16587.635124	0.562584	0.000006
 113	7.0000e+00	0.2242	-16.305475	3.110182	31101.815857	1.054845	0.000011
 114	7.0625e+00	0.2263	-16.294515	5.183636	51836.359762	1.758075	0.000018
 115	7.1250e+00	0.2283	-16.293200	0.622036	6220.363171	0.210969	0.000002
 116	7.1875e+00	0.2301	-16.286624	3.110182	31101.815857	1.054845	0.000011
 117	7.2500e+00	0.2323	-16.282240	2.073454	20734.543905	0.703230	0.000007
 118	7.3125e+00	0.2354	-16.275664	3.110182	31101.815857	1.054845	0.000011
 119	7.3750e+00	0.2357	-16.268211	3.524872	35248.724638	1.195491	0.000012
 120	7.4375e+00	0.2394	-16.260319	3.732218	37322.179029	1.265814	0.000013
 121	7.5000e+00	0.2380	-16.256812	-1.658764	-16587.635124	-0.562584	0.000006
 122	7.5625e+00	0.2414	-16.250236	3.110182	31101.815857	1.054845	0.000011
 123	7.6250e+00	0.2451	-16.247606	1.244073	12440.726343	0.421938	0.000004
 124	7.6875e+00	0.2464	-16.238837	4.146909	41469.087810	1.406460	0.000014
 125	7.7500e+00	0.2475	-16.233138	2.695491	26954.907076	0.914199	0.000009
 126	7.8125e+00	0.2499	-16.227000	2.902836	29028.361467	0.984522	0.000010
 127	7.8750e+00	0.2528	-16.219109	3.732218	37322.179029	1.265814	0.000013
 128	7.9375e+00	0.2547	-16.212095	3.317527	33175.270248	1.125168	0.000011
 129	8.0000e+00	0.2559	-16.208149	1.866109	18661.089514	0.632907	0.000006
 130	8.0625e+00	0.2574	-16.197189	5.183636	51836.359762	1.758075	0.000018
 131	8.1250e+00	0.2581	-16.193243	1.866109	18661.089514	0.632907	0.000006
 132	8.1875e+00	0.2629	-16.185352	3.732218	37322.179029	1.265814	0.000013
 133	8.2500e+00	0.2638	-16.181844	1.658764	16587.635124	0.562584	0.000006
 134	8.3125e+00	0.2666	-16.174830	3.317527	33175.270248	1.125168	0.000011
 135	8.3750e+00	0.2677	-16.168692	2.902836	29028.361467	0.984522	0.000010
 136	8.4375e+00	0.2696	-16.160362	3.939563	39395.633419	1.336137	0.000013
 137	8.5000e+00	0.2701	-16.152909	3.524872	35248.724638	1.195491	0.000012
 138	8.5625e+00	0.2740	-16.148525	2.073454	20734.543905	0.703230	0.000007
 139	8.6250e+00	0.2771	-16.137565	5.183636	51836.359762	1.758075	0.000018
 140	8.6875e+00	0.2765	-16.133181	-2.073454	-20734.543905	-0.703230	0.000007
 141	8.7500e+00	0.2805	-16.129235	1.866109	18661.089514	0.632907	0.000006
 142	8.8125e+00	0.2809	-16.120906	3.939563	39395.633419	1.336137	0.000013
 143	8.8750e+00	0.2837	-16.111699	4.354254	43542.542200	1.476783	0.000015
 144	8.9375e+00	0.2868	-16.109069	1.244073	12440.726343	0.421938	0.000004
 145	9.0000e+00	0.2866	-16.099424	-4.561600	-45615.996591	-1.547106	0.000015
 146	9.0625e+00	0.2908	-16.094601	2.280800	22807.998295	0.773553	0.000008
 147	9.1250e+00	0.2911	-16.084080	4.976291	49762.905372	1.687752	0.000017
 148	9.1875e+00	0.2931	-16.082326	0.829382	8293.817562	0.281292	0.000003
 149	9.2500e+00	0.2951	-16.072242	4.768945	47689.450981	1.617429	0.000016
 150	9.3125e+00	0.2983	-16.066105	2.902836	29028.361467	0.984522	0.000010
 151	9.3750e+00	0.2995	-16.058652	3.524872	35248.724638	1.195491	0.000012
 152	9.4375e+00	0.3019	-16.051199	3.524872	35248.724638	1.195491	0.000012
 153	9.5000e+00	0.3047	-16.045061	2.902836	29028.361467	0.984522	0.000010
 154	9.5625e+00	0.3063	-16.038485	3.110182	31101.815857	1.054845	0.000011
 155	9.6250e+00	0.3083	-16.029717	4.146909	41469.087810	1.406460	0.000014
 156	9.6875e+00	0.3091	-16.021826	3.732218	37322.179029	1.265814	0.000013
 157	9.7500e+00	0.3120	-16.016126	2.695491	26954.907076	0.914199	0.000009
 158	9.8125e+00	0.3149	-16.009112	3.317527	33175.270248	1.125168	0.000011
 159	9.8750e+00	0.3165	-16.004728	2.073454	20734.543905	0.703230	0.000007
 160	9.9375e+00	0.3192	-15.994644	4.768945	47689.450981	1.617429	0.000016
 161	1.0000e+01	0.3199	-15.991137	1.658764	16587.635124	0.562584	0.000006
 162	1.0063e+01	0.3216	-15.983246	3.732218	37322.179029	1.265814	0.000013
 163	1.0125e+01	0.3239	-15.972724	4.976291	49762.905372	1.687752	0.000017
 164	1.0188e+01	0.3253	-15.967901	2.280800	22807.998295	0.773553	0.000008
 165	1.0250e+01	0.3288	-15.957818	4.768945	47689.450981	1.617429	0.000016
 166	1.0313e+01	0.3316	-15.951242	3.110182	31101.815857	1.054845	0.000011
 167	1.0375e+01	0.3323	-15.947296	1.866109	18661.089514	0.632907	0.000006
 168	1.0438e+01	0.3348	-15.941159	2.902836	29028.361467	0.984522	0.000010
 169	1.0500e+01	0.3354	-15.933267	3.732218	37322.179029	1.265814	0.000013
 170	1.0563e+01	0.3403	-15.922745	4.976291	49762.905372	1.687752	0.000017
 171	1.0625e+01	0.3400	-15.915293	-3.524872	-35248.724638	-1.195491	0.000012
 172	1.0688e+01	0.3407	-15.907401	3.732218	37322.179029	1.265814	0.000013
 173	1.0750e+01	0.3429	-15.902579	2.280800	22807.998295	0.773553	0.000008
 174	1.0813e+01	0.3462	-15.894687	3.732218	37322.179029	1.265814	0.000013
 175	1.0875e+01	0.3487	-15.886358	3.939563	39395.633419	1.336137	0.000013
 176	1.0938e+01	0.3499	-15.878905	3.524872	35248.724638	1.195491	0.000012
 177	1.1000e+01	0.3530	-15.872767	2.902836	29028.361467	0.984522	0.000010
 178	1.1063e+01	0.3548	-15.864876	3.732218	37322.179029	1.265814	0.000013
 179	1.1125e+01	0.3565	-15.860492	2.073454	20734.543905	0.703230	0.000007
 180	1.1188e+01	0.3571	-15.852162	3.939563	39395.633419	1.336137	0.000013
 181	1.1250e+01	0.3603	-15.841640	4.976291	49762.905372	1.687752	0.000017
 182	1.1313e+01	0.3628	-15.835502	2.902836	29028.361467	0.984522	0.000010
 183	1.1375e+01	0.3644	-15.830241	2.488145	24881.452686	0.843876	0.000008
 184	1.1438e+01	0.3657	-15.816212	6.635054	66350.540496	2.250336	0.000022
 185	1.1500e+01	0.3666	-15.812267	1.866109	18661.089514	0.632907	0.000006
 186	1.1563e+01	0.3699	-15.806129	2.902836	29028.361467	0.984522	0.000010
 187	1.1625e+01	0.3717	-15.799991	2.902836	29028.361467	0.984522	0.000010
 188	1.1688e+01	0.3742	-15.787716	5.805672	58056.722934	1.969044	0.000020
 189	1.1750e+01	0.3753	-15.779386	3.939563	39395.633419	1.336137	0.000013
 190	1.1813e+01	0.3781	-15.777194	1.036727	10367.271952	0.351615	0.000004
 191	1.1875e+01	0.3793	-15.772372	2.280800	22807.998295	0.773553	0.000008
 192	1.1938e+01	0.3825	-15.757027	7.257090	72570.903667	2.461305	0.000025
 193	1.2000e+01	0.3839	-15.753082	1.866109	18661.089514	0.632907	0.000006
 194	1.2063e+01	0.3857	-15.746506	3.110182	31101.815857	1.054845	0.000011
 195	1.2125e+01	0.3894	-15.737737	4.146909	41469.087810	1.406460	0.000014
 196	1.2188e+01	0.3910	-15.730285	3.524872	35248.724638	1.195491	0.000012
 197	1.2250e+01	0.3917	-15.724147	2.902836	29028.361467	0.984522	0.000010
 198	1.2313e+01	0.3947	-15.713625	4.976291	49762.905372	1.687752	0.000017
 199	1.2375e+01	0.3965	-15.707926	2.695491	26954.907076	0.914199	0.000009
 200	1.2438e+01	0.3991	-15.698281	4.561600	45615.996591	1.547106	0.000015
 201	1.2500e+01	0.4005	-15.692581	2.695491	26954.907076	0.914199	0.000009
 202	1.2563e+01	0.4032	-15.684690	3.732218	37322.179029	1.265814	0.000013
 203	1.2625e+01	0.4050	-15.675922	4.146909	41469.087810	1.406460	0.000014
 204	1.2688e+01	0.4059	-15.671100	2.280800	22807.998295	0.773553	0.000008
 205	1.2750e+01	0.4102	-15.663647	3.524872	35248.724638	1.195491	0.000012
 206	1.2813e+01	0.4111	-15.654440	4.354254	43542.542200	1.476783	0.000015
 207	1.2875e+01	0.4113	-15.644795	4.561600	45615.996591	1.547106	0.000015
 208	1.2938e+01	0.4146	-15.641726	1.451418	14514.180733	0.492261	0.000005
 209	1.3000e+01	0.4161	-15.632520	4.354254	43542.542200	1.476783	0.000015
 210	1.3063e+01	0.4181	-15.626820	2.695491	26954.907076	0.914199	0.000009
 211	1.3125e+01	0.4199	-15.617175	4.561600	45615.996591	1.547106	0.000015
 212	1.3188e+01	0.4221	-15.608407	4.146909	41469.087810	1.406460	0.000014
 213	1.3250e+01	0.4231	-15.597885	4.976291	49762.905372	1.687752	0.000017
 214	1.3313e+01	0.4259	-15.596570	0.622036	6220.363171	0.210969	0.000002
 215	1.3375e+01	0.4282	-15.586048	4.976291	49762.905372	1.687752	0.000017
 216	1.3438e+01	0.4290	-15.574211	5.598327	55983.268543	1.898721	0.000019
 217	1.3500e+01	0.4317	-15.570266	1.866109	18661.089514	0.632907	0.000006
 218	1.3563e+01	0.4345	-15.562813	3.524872	35248.724638	1.195491	0.000012
 219	1.3625e+01	0.4375	-15.551853	5.183636	51836.359762	1.758075	0.000018
 220	1.3688e+01	0.4386	-15.546592	2.488145	24881.452686	0.843876	0.000008
 221	1.3750e+01	0.4385	-15.536947	-4.561600	-45615.996591	-1.547106	0.000015
 222	1.3813e+01	0.4425	-15.525548	5.390981	53909.814153	1.828398	0.000018
 223	1.3875e+01	0.4428	-15.525110	0.207345	2073.454390	0.070323	0.000001
 224	1.3938e+01	0.4468	-15.513711	5.390981	53909.814153	1.828398	0.000018
 225	1.4000e+01	0.4466	-15.504066	-4.561600	-45615.996591	-1.547106	0.000015
 226	1.4063e+01	0.4494	-15.495298	4.146909	41469.087810	1.406460	0.000014
 227	1.4125e+01	0.4521	-15.485215	4.768945	47689.450981	1.617429	0.000016
 228	1.4188e+01	0.4547	-15.476008	4.354254	43542.542200	1.476783	0.000015
 229	1.4250e+01	0.4559	-15.470747	2.488145	24881.452686	0.843876	0.000008
 230	1.4313e+01	0.4572	-15.465486	2.488145	24881.452686	0.843876	0.000008
 231	1.4375e+01	0.4604	-15.458033	3.524872	35248.724638	1.195491	0.000012
 232	1.4438e+01	0.4617	-15.445320	6.013018	60130.177324	2.039367	0.000020
 233	1.4500e+01	0.4632	-15.441812	1.658764	16587.635124	0.562584	0.000006
 234	1.4563e+01	0.4651	-15.429975	5.598327	55983.268543	1.898721	0.000019
 235	1.4625e+01	0.4692	-15.423399	3.110182	31101.815857	1.054845	0.000011
 236	1.4688e+01	0.4699	-15.415069	3.939563	39395.633419	1.336137	0.000013
 237	1.4750e+01	0.4732	-15.404109	5.183636	51836.359762	1.758075	0.000018
 238	1.4813e+01	0.4734	-15.394903	4.354254	43542.542200	1.476783	0.000015
 239	1.4875e+01	0.4748	-15.388765	2.902836	29028.361467	0.984522	0.000010
 240	1.4938e+01	0.4787	-15.382627	2.902836	29028.361467	0.984522	0.000010
 241	1.5000e+01	0.4787	-15.371229	5.390981	53909.814153	1.828398	0.000018
 242	1.5063e+01	0.4803	-15.363776	3.524872	35248.724638	1.195491	0.000012
 243	1.5125e+01	0.4829	-15.352377	5.390981	53909.814153	1.828398	0.000018
 244	1.5188e+01	0.4860	-15.347993	2.073454	20734.543905	0.703230	0.000007
 245	1.5250e+01	0.4881	-15.337471	4.976291	49762.905372	1.687752	0.000017
 246	1.5313e+01	0.4893	-15.331334	2.902836	29028.361467	0.984522	0.000010
 247	1.5375e+01	0.4931	-15.319935	5.390981	53909.814153	1.828398	0.000018
 248	1.5438e+01	0.4949	-15.312921	3.317527	33175.270248	1.125168	0.000011
 249	1.5500e+01	0.4951	-15.303276	4.561600	45615.996591	1.547106	0.000015
 250	1.5563e+01	0.4976	-15.294946	3.939563	39395.633419	1.336137	0.000013
 251	1.5625e+01	0.4998	-15.286616	3.939563	39395.633419	1.336137	0.000013
 252	1.5688e+01	0.5024	-15.277409	4.354254	43542.542200	1.476783	0.000015
 253	1.5750e+01	0.5025	-15.268203	4.354254	43542.542200	1.476783	0.000015
 254	1.5813e+01	0.5063	-15.256366	5.598327	55983.268543	1.898721	0.000019
 255	1.5875e+01	0.5072	-15.252420	1.866109	18661.089514	0.632907	0.000006
 256	1.5938e+01	0.5109	-15.241898	4.976291	49762.905372	1.687752	0.000017
 257	1.6000e+01	0.5115	-15.234007	3.732218	37322.179029	1.265814	0.000013
 258	1.6063e+01	0.5146	-15.223924	4.768945	47689.450981	1.617429	0.000016
 259	1.6125e+01	0.5153	-15.214717	4.354254	43542.542200	1.476783	0.000015
 260	1.6188e+01	0.5174	-15.202442	5.805672	58056.722934	1.969044	0.000020
 261	1.6250e+01	0.5188	-15.194989	3.524872	35248.724638	1.195491	0.000012
 262	1.6313e+01	0.5221	-15.189728	2.488145	24881.452686	0.843876	0.000008
 263	1.6375e+01	0.5244	-15.178768	5.183636	51836.359762	1.758075	0.000018
 264	1.6438e+01	0.5264	-15.170438	3.939563	39395.633419	1.336137	0.000013
 265	1.6500e+01	0.5252	-15.162985	-3.524872	-35248.724638	-1.195491	0.000012
 266	1.6563e+01	0.5295	-15.155971	3.317527	33175.270248	1.125168	0.000011
 267	1.6625e+01	0.5320	-15.145887	4.768945	47689.450981	1.617429	0.000016
 268	1.6688e+01	0.5333	-15.134927	5.183636	51836.359762	1.758075	0.000018
 269	1.6750e+01	0.5351	-15.126597	3.939563	39395.633419	1.336137	0.000013
 270	1.6813e+01	0.5379	-15.115199	5.390981	53909.814153	1.828398	0.000018
 271	1.6875e+01	0.5405	-15.107307	3.732218	37322.179029	1.265814	0.000013
 272	1.6938e+01	0.5434	-15.096347	5.183636	51836.359762	1.758075	0.000018
 273	1.7000e+01	0.5421	-15.091086	-2.488145	-24881.452686	-0.843876	0.000008
 274	1.7063e+01	0.5453	-15.078811	5.805672	58056.722934	1.969044	0.000020
